= = = = = = = = = = = = = = = = = = = = = = = = = = = =
= = = = = Regression Benchmarks for Datasets = = = = =
= = = = = = = = = = = = = = = = = = = = = = = = = = = =



= = = = = Group 1 High Row-to-Size Cohort = = = = =
= = = = =  (Computational Efficiency) = = = = =


= = = = = Concrete Compressive Strength = = = = =

"INDEX","MODEL","MAE","MSE","RMSE","R2","RMSLE","MAPE","TT (SEC)"
"lar","Least Angle Regression","6.638","92.45","9.026","0.5519","0.2707","0.2072","0.014"
"lr","Linear Regression","6.638","92.45","9.026","0.5519","0.2707","0.2072","0.013"
"knn","K Neighbors Regressor","6.613","90.86","9.215","0.5275","0.2325","0.1908","0.015"
"ridge","Ridge Regression","6.859","96.88","9.36","0.5199","0.2849","0.2169","0.014"
"huber","Huber Regressor","6.773","99.43","9.454","0.5127","0.2688","0.2067","0.013"
"en","Elastic Net","6.888","99.19","9.472","0.5108","0.2868","0.2181","0.012"
"lasso","Lasso Regression","6.89","99.22","9.474","0.5106","0.2865","0.2181","0.015"
"llar","Lasso Least Angle Regression","6.89","99.22","9.474","0.5106","0.2865","0.2181","0.01"
"br","Bayesian Ridge","6.889","99.18","9.475","0.5105","0.2895","0.2185","0.015"
"omp","Orthogonal Matching Pursuit","7.587","112.7","10.29","0.4206","0.3524","0.2416","0.015"
"dt","Decision Tree Regressor","7.191","120.2","10.43","0.3889","0.2717","0.2049","0.015"
"dummy","Dummy Regressor","10.87","196.7","13.77","-0.0447","0.3852","0.3689","0.007"
"par","Passive Aggressive Regressor","12.08","319.3","17.38","-0.8642","0.5113","0.4345","0.015"



= = = = = Employee Future Prediction = = = = =

"INDEX","MODEL","MAE","MSE","RMSE","R2","RMSLE","MAPE","TT (SEC)"
"gbr","Gradient Boosting Regressor","0.6915","1.292","1.135","0.4619","0.4015","0.2713","0.058"
"ada","AdaBoost Regressor","0.7412","1.296","1.137","0.4604","0.409","0.3057","0.032"
"lightgbm","Light Gradient Boosting Machine","0.705","1.378","1.172","0.4266","0.4082","0.2784","0.243"
"rf","Random Forest Regressor","0.7209","1.498","1.222","0.3761","0.4219","0.295","0.098"
"knn","K Neighbors Regressor","0.801","1.565","1.249","0.3489","0.4311","0.3285","0.029"
"xgboost","Extreme Gradient Boosting","0.7606","1.625","1.272","0.3235","0.4321","0.3136","0.048"
"et","Extra Trees Regressor","0.7639","1.718","1.308","0.2841","0.4526","0.3168","0.096"
"dt","Decision Tree Regressor","0.8296","2.148","1.461","0.1035","0.5061","0.3469","0.025"
"omp","Orthogonal Matching Pursuit","1.309","2.36","1.535","0.0162","0.4996","0.5184","0.024"
"br","Bayesian Ridge","1.308","2.361","1.536","0.0159","0.4998","0.5184","0.025"
"lar","Least Angle Regression","1.31","2.367","1.538","0.0132","0.5001","0.5195","0.031"
"lr","Linear Regression","1.31","2.367","1.538","0.0132","0.5001","0.5194","0.027"
"ridge","Ridge Regression","1.31","2.367","1.538","0.0132","0.5001","0.5195","0.024"
"huber","Huber Regressor","1.311","2.369","1.538","0.0126","0.5013","0.5245","0.026"
"en","Elastic Net","1.306","2.371","1.539","0.0112","0.5023","0.5185","0.025"
"lasso","Lasso Regression","1.316","2.403","1.549","-0.0022","0.506","0.5231","0.023"
"llar","Lasso Least Angle Regression","1.316","2.403","1.549","-0.0022","0.506","0.5231","0.024"
"dummy","Dummy Regressor","1.317","2.406","1.551","-0.0037","0.5064","0.5237","0.022"
"par","Passive Aggressive Regressor","1.664","4.351","2.063","-0.8296","0.6277","0.8107","0.024"



= = = = = Heart Disease UCI = = = = =

"INDEX","MODEL","MAE","MSE","RMSE","R2","RMSLE","MAPE","TT (SEC)"
"br","Bayesian Ridge","15.85","407.3","20.15","0.35","0.1588","0.1265","0.028"
"ridge","Ridge Regression","15.82","411.4","20.25","0.3435","0.1593","0.1262","0.028"
"lr","Linear Regression","15.83","411.8","20.26","0.3429","0.1594","0.1263","0.029"
"rf","Random Forest Regressor","15.8","419.6","20.46","0.3305","0.1593","0.125","0.105"
"lasso","Lasso Regression","16.35","420","20.47","0.3293","0.1612","0.1304","0.03"
"llar","Lasso Least Angle Regression","16.35","420","20.47","0.3293","0.1612","0.1304","0.028"
"ada","AdaBoost Regressor","16.5","428.2","20.65","0.3173","0.1598","0.1284","0.048"
"en","Elastic Net","16.73","430.6","20.73","0.3125","0.1629","0.1332","0.037"
"gbr","Gradient Boosting Regressor","16.11","430.3","20.72","0.3117","0.1617","0.1273","0.059"
"lightgbm","Light Gradient Boosting Machine","16.51","445.9","21.09","0.2883","0.1639","0.1299","0.11"
"et","Extra Trees Regressor","16.64","459.8","21.4","0.2677","0.167","0.1315","0.09"
"xgboost","Extreme Gradient Boosting","17.52","502.9","22.39","0.1944","0.1734","0.1368","0.049"
"omp","Orthogonal Matching Pursuit","18.36","522.7","22.85","0.1643","0.1768","0.1456","0.034"
"knn","K Neighbors Regressor","18.98","563.3","23.7","0.0968","0.183","0.1508","0.027"
"huber","Huber Regressor","19.35","620.1","24.82","0.0049","0.1925","0.1535","0.036"
"dummy","Dummy Regressor","20.17","637.8","25.23","-0.0151","0.1941","0.1601","0.032"
"dt","Decision Tree Regressor","22.17","848","29.06","-0.359","0.226","0.1739","0.03"
"par","Passive Aggressive Regressor","38.22","2227","45.91","-2.607","0.3807","0.2871","0.029"
"lar","Least Angle Regression","5126","4.284e+08","6564","-6.519e+05","0.7178","39.82","0.03"



= = = = = Mobile Price Classification = = = = =

"INDEX","MODEL","MAE","MSE","RMSE","R2","RMSLE","MAPE","TT (SEC)"
"knn","K Neighbors Regressor","0.1273","0.0611","0.246","0.9514","0.1153","0.0941","0.009"
"et","Extra Trees Regressor","0.1761","0.0692","0.2624","0.9452","0.1283","0.1242","0.079"
"lightgbm","Light Gradient Boosting Machine","0.2017","0.0783","0.2789","0.9379","0.1382","0.1439","0.105"
"rf","Random Forest Regressor","0.1826","0.0833","0.2872","0.934","0.1403","0.1288","0.138"
"gbr","Gradient Boosting Regressor","0.2287","0.0845","0.2901","0.933","0.1441","0.1556","0.088"
"xgboost","Extreme Gradient Boosting","0.1945","0.087","0.2937","0.931","0.1443","0.1354","0.058"
"br","Bayesian Ridge","0.2711","0.1041","0.3222","0.9177","0.1692","0.152","0.008"
"en","Elastic Net","0.2713","0.1048","0.3233","0.9171","0.1696","0.1522","0.007"
"llar","Lasso Least Angle Regression","0.2716","0.1053","0.3241","0.9167","0.1699","0.1525","0.007"
"lasso","Lasso Regression","0.2716","0.1053","0.3241","0.9167","0.1699","0.1525","0.009"
"lar","Least Angle Regression","0.2723","0.1055","0.3243","0.9166","0.17","0.1524","0.008"
"lr","Linear Regression","0.2722","0.1055","0.3243","0.9166","0.17","0.1524","0.008"
"ridge","Ridge Regression","0.2722","0.1054","0.3243","0.9166","0.17","0.1524","0.007"
"omp","Orthogonal Matching Pursuit","0.3081","0.1467","0.3824","0.8841","0.1967","0.1819","0.008"
"dt","Decision Tree Regressor","0.175","0.175","0.417","0.8614","0.2046","0.1273","0.008"
"ada","AdaBoost Regressor","0.4008","0.1778","0.4211","0.8598","0.2165","0.2372","0.053"
"huber","Huber Regressor","0.3547","0.1905","0.435","0.8494","0.2187","0.2082","0.013"
"par","Passive Aggressive Regressor","0.4202","0.2738","0.514","0.7838","0.2501","0.2514","0.01"
"dummy","Dummy Regressor","1.013","1.276","1.129","-0.0072","0.5385","0.4205","0.007"



= = = = = Students Performance in Exams = = = = =

"INDEX","MODEL","MAE","MSE","RMSE","R2","RMSLE","MAPE","TT (SEC)"
"ridge","Ridge Regression","4.496","30.91","5.55","0.8704","0.0947","0.0744","0.021"
"br","Bayesian Ridge","4.494","30.91","5.549","0.8704","0.0947","0.0744","0.025"
"lr","Linear Regression","4.5","30.93","5.551","0.8703","0.0947","0.0744","0.022"
"lar","Least Angle Regression","4.5","30.93","5.551","0.8703","0.0947","0.0744","0.021"
"huber","Huber Regressor","4.506","31.01","5.56","0.8701","0.0948","0.0746","0.024"
"gbr","Gradient Boosting Regressor","4.747","34.21","5.837","0.8566","0.1","0.0791","0.04"
"lightgbm","Light Gradient Boosting Machine","4.958","37.77","6.121","0.8433","0.1034","0.0821","0.195"
"rf","Random Forest Regressor","5.084","39.23","6.244","0.836","0.1064","0.0846","0.075"
"ada","AdaBoost Regressor","5.012","39.03","6.224","0.8357","0.1044","0.0827","0.04"
"et","Extra Trees Regressor","5.136","40.64","6.358","0.8301","0.1092","0.0855","0.074"
"llar","Lasso Least Angle Regression","5.32","44.69","6.673","0.8132","0.1121","0.0884","0.021"
"lasso","Lasso Regression","5.32","44.69","6.673","0.8132","0.1121","0.0884","0.023"
"xgboost","Extreme Gradient Boosting","5.595","48.15","6.916","0.801","0.1166","0.0923","0.032"
"en","Elastic Net","6.155","59.28","7.686","0.7538","0.1291","0.1027","0.024"
"dt","Decision Tree Regressor","6.717","71.76","8.446","0.7009","0.151","0.1115","0.027"
"knn","K Neighbors Regressor","7.189","78.43","8.848","0.6722","0.1497","0.1213","0.022"
"omp","Orthogonal Matching Pursuit","7.455","83.53","9.119","0.6535","0.1517","0.1246","0.02"
"par","Passive Aggressive Regressor","7.207","88.88","8.77","0.6346","0.1423","0.1217","0.021"
"dummy","Dummy Regressor","12.69","244.4","15.59","-0.0072","0.2551","0.2213","0.027"



= = = = = Bank Marketing Dataset = = = = =

"INDEX","MODEL","MAE","MSE","RMSE","R2","RMSLE","MAPE","TT (SEC)"
"br","Bayesian Ridge","1579","1.072e+07","3221","0.036","2.603","19.65","0.057"
"lasso","Lasso Regression","1583","1.072e+07","3222","0.0353","2.598","19.39","0.059"
"llar","Lasso Least Angle Regression","1583","1.072e+07","3222","0.0353","2.598","19.39","0.052"
"lr","Linear Regression","1584","1.073e+07","3223","0.0346","2.597","19.41","0.697"
"ridge","Ridge Regression","1584","1.073e+07","3223","0.0346","2.597","19.41","0.056"
"en","Elastic Net","1599","1.083e+07","3238","0.0254","2.642","20.78","0.053"
"omp","Orthogonal Matching Pursuit","1626","1.098e+07","3263","0.0094","2.663","21.41","0.052"
"gbr","Gradient Boosting Regressor","1601","1.096e+07","3252","0.0053","2.603","20.49","0.25"
"dummy","Dummy Regressor","1653","1.112e+07","3282","-0.0017","2.683","21.78","0.056"
"lightgbm","Light Gradient Boosting Machine","1636","1.119e+07","3295","-0.0125","2.586","19.39","0.181"
"huber","Huber Regressor","1363","1.144e+07","3330","-0.0317","2.329","9.682","0.17"
"rf","Random Forest Regressor","1738","1.192e+07","3400","-0.0803","2.636","22.15","0.917"
"knn","K Neighbors Regressor","1779","1.274e+07","3527","-0.1709","2.615","20.34","0.056"
"et","Extra Trees Regressor","1793","1.309e+07","3572","-0.1988","2.608","20.99","0.759"
"xgboost","Extreme Gradient Boosting","1770","1.323e+07","3584","-0.2188","2.62","19.89","0.148"
"par","Passive Aggressive Regressor","2026","1.589e+07","3920","-0.5249","2.568","15.94","0.058"
"ada","AdaBoost Regressor","3313","2.036e+07","4445","-0.9191","3.219","55.94","0.111"
"dt","Decision Tree Regressor","2181","2.114e+07","4523","-0.9309","3.168","21.74","0.067"
"lar","Least Angle Regression","1.191e+06","1.947e+13","2.482e+06","-2.526e+06","6.258","1.628e+04","0.052"



= = = = = Cervical Cancer Risk Factors = = = = =

"INDEX","MODEL","MAE","MSE","RMSE","R2","RMSLE","MAPE","TT (SEC)"
"ridge","Ridge Regression","4.464","43.77","6.509","0.4392","0.2027","0.163","0.083"
"huber","Huber Regressor","4.298","43.95","6.514","0.439","0.1993","0.1504","0.082"
"br","Bayesian Ridge","4.488","44.19","6.532","0.4366","0.2031","0.1647","0.075"
"omp","Orthogonal Matching Pursuit","4.64","45.87","6.678","0.4077","0.2084","0.1708","0.075"
"gbr","Gradient Boosting Regressor","4.698","47.64","6.776","0.3953","0.2099","0.172","0.102"
"xgboost","Extreme Gradient Boosting","4.774","50.77","7.031","0.3405","0.2164","0.1702","0.098"
"lightgbm","Light Gradient Boosting Machine","4.938","52.32","7.118","0.3298","0.2247","0.1814","0.171"
"rf","Random Forest Regressor","4.936","53.4","7.212","0.3074","0.2238","0.178","0.173"
"et","Extra Trees Regressor","5.434","61.72","7.804","0.1669","0.245","0.1952","0.188"
"knn","K Neighbors Regressor","5.686","66.25","8.034","0.1432","0.2541","0.1996","0.071"
"lasso","Lasso Regression","6.367","70.27","8.265","0.1026","0.2749","0.2488","0.082"
"llar","Lasso Least Angle Regression","6.367","70.27","8.265","0.1026","0.2749","0.2488","0.08"
"en","Elastic Net","6.385","70.31","8.268","0.1021","0.2756","0.2501","0.085"
"dummy","Dummy Regressor","6.853","78.75","8.767","-0.0117","0.2948","0.2708","0.085"
"ada","AdaBoost Regressor","7.054","77.81","8.768","-0.0355","0.3068","0.3042","0.108"
"dt","Decision Tree Regressor","5.999","81.58","8.938","-0.123","0.2728","0.2158","0.071"
"par","Passive Aggressive Regressor","10.73","227.4","12.5","-1.528","0.3943","0.4385","0.09"
"lr","Linear Regression","6.649e+10","2.545e+23","3.848e+11","-3.3e+21","5.578","2.954e+09","0.082"
"lar","Least Angle Regression","2.1e+19","1.243e+41","1.467e+20","-2.49e+39","14.99","7.452e+17","0.095"



= = = = = Fertility Diagnosis = = = = =

"INDEX","MODEL","MAE","MSE","RMSE","R2","RMSLE","MAPE","TT (SEC)"
"huber","Huber Regressor","0.0886","0.0143","0.1121","-0.0799","0.0657","0.1272","0.01"
"lightgbm","Light Gradient Boosting Machine","0.087","0.014","0.1118","-0.1746","0.0657","0.1277","0.055"
"lar","Least Angle Regression","0.0908","0.0146","0.1146","-0.1832","0.0674","0.1336","0.011"
"lr","Linear Regression","0.0908","0.0147","0.1151","-0.1973","0.0677","0.1338","0.016"
"ridge","Ridge Regression","0.0912","0.0142","0.1141","-0.2072","0.0672","0.1355","0.01"
"br","Bayesian Ridge","0.0943","0.0144","0.115","-0.2211","0.0679","0.1415","0.009"
"knn","K Neighbors Regressor","0.0933","0.0153","0.115","-0.2524","0.0677","0.1371","0.015"
"omp","Orthogonal Matching Pursuit","0.1008","0.0158","0.12","-0.2868","0.0709","0.151","0.009"
"lasso","Lasso Regression","0.1031","0.0165","0.1233","-0.3775","0.0731","0.1565","0.012"
"en","Elastic Net","0.1031","0.0165","0.1233","-0.3775","0.0731","0.1565","0.009"
"llar","Lasso Least Angle Regression","0.1031","0.0165","0.1233","-0.3775","0.0731","0.1565","0.012"
"dummy","Dummy Regressor","0.1031","0.0165","0.1233","-0.3775","0.0731","0.1565","0.011"
"rf","Random Forest Regressor","0.0968","0.0161","0.1183","-0.4857","0.0695","0.144","0.036"
"par","Passive Aggressive Regressor","0.1001","0.0185","0.1286","-0.5523","0.0764","0.1441","0.009"
"ada","AdaBoost Regressor","0.0949","0.0162","0.1213","-0.771","0.0707","0.1433","0.026"
"gbr","Gradient Boosting Regressor","0.1084","0.02","0.1339","-1.079","0.0786","0.1621","0.024"
"et","Extra Trees Regressor","0.117","0.0221","0.1433","-1.433","0.0839","0.1747","0.03"
"xgboost","Extreme Gradient Boosting","0.1142","0.0243","0.1466","-1.453","0.0857","0.1688","0.015"
"dt","Decision Tree Regressor","0.1121","0.0255","0.1554","-1.604","0.0904","0.1649","0.01"



= = = = = Predict Students Dropout and Academic Success = = = = =

"INDEX","MODEL","MAE","MSE","RMSE","R2","RMSLE","MAPE","TT (SEC)"
"rf","Random Forest Regressor","0.5716","0.7128","0.8424","0.9732","0.0619","0.0565","0.345"
"gbr","Gradient Boosting Regressor","0.5936","0.7148","0.8432","0.9731","0.0749","0.057","0.118"
"lightgbm","Light Gradient Boosting Machine","0.5832","0.7225","0.8475","0.9729","0.0692","0.0565","0.129"
"et","Extra Trees Regressor","0.5952","0.7748","0.8779","0.9709","0.0887","0.0578","0.297"
"xgboost","Extreme Gradient Boosting","0.6234","0.7968","0.8898","0.9701","0.0963","0.0589","0.06"
"ada","AdaBoost Regressor","0.6596","0.8605","0.9264","0.9676","0.0682","0.0657","0.049"
"dt","Decision Tree Regressor","0.8134","1.456","1.205","0.9453","0.0884","0.0802","0.026"
"br","Bayesian Ridge","1.485","4.88","2.203","0.8166","0.5114","0.1069","0.018"
"ridge","Ridge Regression","1.493","4.884","2.204","0.8164","0.5106","0.1079","0.353"
"lr","Linear Regression","1.493","4.885","2.204","0.8164","0.5106","0.1079","0.312"
"en","Elastic Net","1.487","5.803","2.405","0.7819","0.5642","0.095","0.021"
"omp","Orthogonal Matching Pursuit","1.518","6.08","2.46","0.7716","0.5352","0.1045","0.017"
"lasso","Lasso Regression","1.527","6.255","2.497","0.7649","0.5841","0.0951","0.618"
"llar","Lasso Least Angle Regression","1.527","6.255","2.497","0.7649","0.5841","0.0951","0.019"
"huber","Huber Regressor","1.22","6.533","2.552","0.7542","0.539","0.0757","0.037"
"knn","K Neighbors Regressor","1.532","7.896","2.806","0.7028","0.6025","0.096","0.018"
"par","Passive Aggressive Regressor","2.206","9.134","2.87","0.652","0.5935","0.1675","0.019"
"dummy","Dummy Regressor","3.964","26.69","5.164","-0.003","1.079","0.1841","0.019"
"lar","Least Angle Regression","52.35","5.803e+04","78.63","-2071","0.8922","4.057","0.019"



= = = = = Predicting Churn for Bank Customers = = = = =

"INDEX","MODEL","MAE","MSE","RMSE","R2","RMSLE","MAPE","TT (SEC)"
"dummy","Dummy Regressor","4.978e+04","3.314e+09","5.756e+04","-0.0021","1.048","4.793","0.023"
"ada","AdaBoost Regressor","5.239e+04","3.843e+09","6.198e+04","-0.1627","1.073","4.844","0.045"
"gbr","Gradient Boosting Regressor","5.375e+04","4.103e+09","6.405e+04","-0.2414","1.087","4.835","0.252"
"br","Bayesian Ridge","5.388e+04","4.126e+09","6.423e+04","-0.2486","1.085","4.853","0.03"
"omp","Orthogonal Matching Pursuit","5.388e+04","4.129e+09","6.425e+04","-0.2495","1.085","4.827","0.032"
"en","Elastic Net","5.39e+04","4.132e+09","6.428e+04","-0.2502","1.085","4.85","0.03"
"llar","Lasso Least Angle Regression","5.391e+04","4.134e+09","6.429e+04","-0.2509","1.085","4.859","0.025"
"ridge","Ridge Regression","5.391e+04","4.134e+09","6.429e+04","-0.2509","1.085","4.859","0.027"
"lr","Linear Regression","5.391e+04","4.134e+09","6.429e+04","-0.2509","1.085","4.86","0.032"
"lasso","Lasso Regression","5.391e+04","4.134e+09","6.429e+04","-0.2509","1.085","4.859","0.028"
"lar","Least Angle Regression","5.391e+04","4.134e+09","6.429e+04","-0.2509","1.085","4.859","0.025"
"rf","Random Forest Regressor","5.398e+04","4.149e+09","6.441e+04","-0.2554","1.091","4.82","0.757"
"et","Extra Trees Regressor","5.431e+04","4.218e+09","6.494e+04","-0.2762","1.093","4.838","0.424"
"lightgbm","Light Gradient Boosting Machine","5.428e+04","4.217e+09","6.493e+04","-0.2762","1.097","4.819","0.124"
"knn","K Neighbors Regressor","5.527e+04","4.387e+09","6.623e+04","-0.3284","1.099","4.428","0.034"
"xgboost","Extreme Gradient Boosting","5.57e+04","4.498e+09","6.705e+04","-0.3611","1.122","5.178","0.071"
"huber","Huber Regressor","5.639e+04","4.625e+09","6.8e+04","-0.3996","1.141","4.787","0.041"
"par","Passive Aggressive Regressor","6.107e+04","5.59e+09","7.453e+04","-0.6879","1.131","3.728","0.042"
"dt","Decision Tree Regressor","6.683e+04","6.652e+09","8.153e+04","-1.015","1.442","6.18","0.038"



= = = = = QSAR Biodegradation = = = = =

"INDEX","MODEL","MAE","MSE","RMSE","R2","RMSLE","MAPE","TT (SEC)"
"et","Extra Trees Regressor","0.1909","0.0965","0.309","0.5501","0.1262","0.1455","0.057"
"rf","Random Forest Regressor","0.2054","0.0983","0.3123","0.5431","0.1277","0.1557","0.104"
"lightgbm","Light Gradient Boosting Machine","0.2112","0.1023","0.3189","0.5254","0.1306","0.1608","0.159"
"gbr","Gradient Boosting Regressor","0.2213","0.1055","0.324","0.5107","0.1325","0.1683","0.071"
"xgboost","Extreme Gradient Boosting","0.2075","0.1121","0.3341","0.4804","0.137","0.1587","0.073"
"ridge","Ridge Regression","0.2954","0.1291","0.3589","0.4052","0.1508","0.2337","0.012"
"lr","Linear Regression","0.2927","0.1294","0.3593","0.4035","0.151","0.2321","0.008"
"br","Bayesian Ridge","0.3026","0.1296","0.3595","0.4028","0.1501","0.2371","0.008"
"ada","AdaBoost Regressor","0.3295","0.1444","0.3796","0.3346","0.1571","0.261","0.025"
"knn","K Neighbors Regressor","0.2572","0.1509","0.3875","0.3006","0.1594","0.2061","0.009"
"huber","Huber Regressor","0.3029","0.155","0.3911","0.2896","0.1613","0.2361","0.01"
"dt","Decision Tree Regressor","0.191","0.191","0.4354","0.1197","0.1765","0.1456","0.01"
"omp","Orthogonal Matching Pursuit","0.4024","0.1976","0.4438","0.0969","0.1789","0.3065","0.006"
"en","Elastic Net","0.4357","0.2164","0.465","0.0095","0.1893","0.3267","0.008"
"lasso","Lasso Regression","0.4412","0.2208","0.4697","-0.0105","0.1913","0.3309","0.009"
"llar","Lasso Least Angle Regression","0.4412","0.2208","0.4697","-0.0105","0.1913","0.3309","0.008"
"dummy","Dummy Regressor","0.4412","0.2208","0.4697","-0.0105","0.1913","0.3309","0.007"
"par","Passive Aggressive Regressor","0.4587","0.3351","0.5593","-0.5392","0.2397","0.3669","0.006"
"lar","Least Angle Regression","2.984","75.31","4.583","-393.7","0.5721","2.629","0.01"



= = = = = Statlog Heart Dataset = = = = =

"INDEX","MODEL","MAE","MSE","RMSE","R2","RMSLE","MAPE","TT (SEC)"
"lasso","Lasso Regression","14.36","328.9","17.97","0.2571","0.1257","0.1018","0.018"
"llar","Lasso Least Angle Regression","14.36","328.9","17.97","0.2571","0.1257","0.1018","0.019"
"br","Bayesian Ridge","14.5","334.1","18.1","0.2484","0.1267","0.1029","0.016"
"en","Elastic Net","14.77","337.9","18.21","0.2417","0.1275","0.1048","0.021"
"rf","Random Forest Regressor","14.6","340.8","18.31","0.2319","0.1275","0.103","0.058"
"ridge","Ridge Regression","14.32","337.8","18.2","0.2285","0.1274","0.1015","0.02"
"lr","Linear Regression","14.34","339.1","18.23","0.2249","0.1276","0.1016","0.02"
"ada","AdaBoost Regressor","15.21","346.8","18.5","0.2046","0.1286","0.1061","0.04"
"et","Extra Trees Regressor","14.69","358","18.76","0.1888","0.1298","0.1032","0.05"
"lar","Least Angle Regression","14.72","356.6","18.77","0.1624","0.1315","0.1041","0.026"
"gbr","Gradient Boosting Regressor","15.36","365","18.98","0.1616","0.1318","0.1084","0.033"
"lightgbm","Light Gradient Boosting Machine","15.37","371.3","19.16","0.1293","0.1332","0.1078","0.086"
"xgboost","Extreme Gradient Boosting","16.3","416","20.23","0.0527","0.1393","0.113","0.036"
"omp","Orthogonal Matching Pursuit","17.14","444.5","20.77","0.0307","0.1441","0.1213","0.021"
"dummy","Dummy Regressor","17.93","477.5","21.58","-0.0426","0.1495","0.1269","0.018"
"knn","K Neighbors Regressor","19.12","559.2","23.46","-0.2922","0.162","0.1355","0.016"
"huber","Huber Regressor","19.12","576.2","23.7","-0.3523","0.1647","0.1326","0.018"
"dt","Decision Tree Regressor","21.65","699","26.13","-0.5981","0.1806","0.1511","0.017"
"par","Passive Aggressive Regressor","41.41","2665","48.98","-6.086","0.3191","0.288","0.017"



= = = = = Adult Census Income = = = = =

"INDEX","MODEL","MAE","MSE","RMSE","R2","RMSLE","MAPE","TT (SEC)"
"lightgbm","Light Gradient Boosting Machine","7.239","111.6","10.56","0.2646","0.33","0.2872","0.198"
"gbr","Gradient Boosting Regressor","7.273","112.2","10.59","0.2606","0.3322","0.2909","0.452"
"xgboost","Extreme Gradient Boosting","7.586","119","10.9","0.2155","0.3377","0.2963","0.195"
"rf","Random Forest Regressor","7.638","121","11","0.2023","0.3385","0.2982","1.579"
"br","Bayesian Ridge","7.675","121.4","11.01","0.1999","0.3488","0.3166","0.13"
"ridge","Ridge Regression","7.686","121.4","11.02","0.1994","0.3486","0.3164","0.091"
"lr","Linear Regression","7.687","121.5","11.02","0.1992","0.3487","0.3164","0.831"
"ada","AdaBoost Regressor","8.759","137.8","11.73","0.0914","0.3676","0.3617","0.282"
"omp","Orthogonal Matching Pursuit","7.988","139.2","11.79","0.0826","0.3729","0.3475","0.095"
"en","Elastic Net","7.611","140.6","11.85","0.0731","0.3755","0.3426","0.092"
"et","Extra Trees Regressor","8.323","142.2","11.92","0.0622","0.3616","0.3165","1.357"
"lasso","Lasso Regression","7.625","142.9","11.95","0.0582","0.3779","0.3445","0.096"
"llar","Lasso Least Angle Regression","7.625","142.9","11.95","0.0582","0.3779","0.3445","0.095"
"huber","Huber Regressor","7.757","150.9","12.28","0.0057","0.3832","0.3484","0.338"
"dummy","Dummy Regressor","7.725","151.8","12.32","-0.0003","0.3859","0.3496","0.091"
"knn","K Neighbors Regressor","9.404","174.5","13.21","-0.151","0.4019","0.3907","0.119"
"dt","Decision Tree Regressor","10.16","224.2","14.97","-0.4781","0.4602","0.3616","0.13"
"par","Passive Aggressive Regressor","31.43","2006","41.56","-12.44","0.7798","1.061","0.118"



= = = = = Student Alcohol Consumption (Mat) = = = = =

"INDEX","MODEL","MAE","MSE","RMSE","R2","RMSLE","MAPE","TT (SEC)"
"gbr","Gradient Boosting Regressor","1.122","3.111","1.734","0.8318","0.4087","0.096","0.051"
"rf","Random Forest Regressor","1.115","3.189","1.754","0.8233","0.4327","0.0909","0.082"
"ada","AdaBoost Regressor","1.162","3.246","1.774","0.8169","0.4475","0.0927","0.053"
"en","Elastic Net","1.108","3.726","1.871","0.8077","0.4655","0.0758","0.041"
"lasso","Lasso Regression","1.1","3.757","1.872","0.8074","0.4675","0.0743","0.042"
"llar","Lasso Least Angle Regression","1.1","3.758","1.872","0.8074","0.4675","0.0743","0.041"
"lightgbm","Light Gradient Boosting Machine","1.29","3.525","1.857","0.8054","0.4247","0.1152","0.108"
"omp","Orthogonal Matching Pursuit","1.166","3.787","1.899","0.8019","0.4788","0.0844","0.042"
"br","Bayesian Ridge","1.222","3.846","1.921","0.7973","0.4724","0.0909","0.053"
"huber","Huber Regressor","1.094","4.012","1.919","0.795","0.4696","0.073","0.054"
"et","Extra Trees Regressor","1.2","3.869","1.923","0.7941","0.4556","0.0939","0.085"
"xgboost","Extreme Gradient Boosting","1.117","3.686","1.896","0.7938","0.441","0.0935","0.05"
"knn","K Neighbors Regressor","1.331","4","1.951","0.7736","0.434","0.1122","0.048"
"ridge","Ridge Regression","1.367","4.298","2.041","0.7727","0.4866","0.1056","0.045"
"lr","Linear Regression","1.381","4.34","2.052","0.7704","0.4875","0.1071","0.049"
"dt","Decision Tree Regressor","1.263","4.923","2.124","0.7218","0.4301","0.1209","0.047"
"par","Passive Aggressive Regressor","2.378","11.32","3.016","0.4847","0.5618","0.2168","0.067"
"dummy","Dummy Regressor","3.336","20.05","4.439","-0.0524","0.756","0.2374","0.036"
"lar","Least Angle Regression","1.027e+06","1.424e+13","1.195e+06","-8.324e+11","2.813","1.078e+05","0.048"



= = = = = Student Alcohol Consumption (Por) = = = = =

"INDEX","MODEL","MAE","MSE","RMSE","R2","RMSLE","MAPE","TT (SEC)"
"en","Elastic Net","0.7872","1.792","1.276","0.8283","0.2571","0.0577","0.04"
"huber","Huber Regressor","0.8086","1.77","1.274","0.828","0.2518","0.0606","0.05"
"omp","Orthogonal Matching Pursuit","0.8187","1.743","1.27","0.8279","0.2411","0.063","0.044"
"br","Bayesian Ridge","0.8228","1.775","1.28","0.8252","0.2445","0.063","0.043"
"rf","Random Forest Regressor","0.8454","1.746","1.275","0.825","0.2426","0.0678","0.102"
"lasso","Lasso Regression","0.8136","1.83","1.298","0.822","0.2544","0.0612","0.043"
